26.348844	26.933279	D: Now
26.348844	305.283156	Sample
26.933279	28.256878	S
28.256878	29.309124	D: Here's my idea
29.309124	30.269784	S
30.269784	30.532999	A: Yeah
30.532999	31.038650	S
31.038650	31.225672	Click
31.225672	31.772883	S
31.772883	32.063805	Click
32.063805	32.804965	S
32.804965	36.780905	D: I was thinking about it while I was running yesterday so I didn't get a chance to fully
36.780905	37.923814	S
37.923814	38.777324	D
38.777324	39.497143	S
39.497143	39.961542	D
39.961542	41.112998	S
41.112998	42.204590	D: But here's the problem
42.161358	42.604479	S
42.604479	43.047601	D: Okay
43.112448	44.095960	D: Imagine like
44.095960	44.474235	S
44.474235	50.094308	D
50.094308	50.342888	S
50.342888	50.548237	A: mhm
50.548237	50.742778	S
50.742778	51.899216	D
51.899216	52.320722	S
52.320722	58.135336	D: *** Intentionally quiet
58.135336	58.383916	D: right?
58.383916	58.675728	S
58.675728	58.813528	A: yeah
58.813528	60.599522	S
60.599522	62.550336	D
62.550336	62.674626	S
62.674626	64.349840	D
64.349840	64.863212	S
64.863212	70.040165	D
70.040165	70.791309	S
70.791309	74.109314	D
74.109314	74.617282	S
74.617282	76.281688	D
76.281688	76.443806	S
76.443806	76.973390	D
76.973390	77.070660	S
77.070660	79.318690	D
79.415960	79.794234	A?? I think?
79.837466	80.485936	S
80.485936	82.593463	D
82.593463	83.090623	S
83.090623	88.289191	D
88.267576	88.916046	S
88.916046	91.823353	D
91.823353	92.893328	S
92.936560	94.114614	D
94.114614	96.351835	D: ** Quiet
96.351835	97.643371	D: Twenty... Twenty...
97.643371	101.188341	D
101.188341	101.847618	S
101.847618	103.566064	D
103.566064	105.884344	S
105.884344	106.246407	D: Forty ** QUIET
106.246407	106.478775	S
106.478775	106.743567	D: Forty
106.743567	108.391762	S
108.391762	110.661407	D
110.661407	111.001853	S
111.001853	113.665984	F: **Trails off at the end
113.665984	114.735960	S
114.735960	126.224687	D, but quiet sometimes
126.224687	126.797502	S
126.797502	127.202796	D
127.202796	127.402741	S
127.402741	128.175501	D
128.175501	128.948261	S
128.948261	130.288432	D
130.288432	131.212502	S
131.212502	132.039301	A
132.039301	132.552673	S
