388.137265	389.153960	S
389.153960	389.862074	D
389.862074	390.424018	S
390.424018	391.414727	D
391.414727	391.723309	S
391.723309	392.041635	A
392.041635	394.036047	D
394.036047	394.662955	S
394.662955	395.473388	D
395.473388	396.634630	S
396.634630	397.834850	D
397.834850	398.744354	S
398.744354	399.538545	D
399.538545	399.882858	S
399.882858	402.114390	D
402.114390	402.299539	S
402.299539	404.131540	D
404.131540	404.430377	S
404.430377	408.098438	D
408.098438	408.351800	S
408.351800	410.004336	D
410.004336	410.394124	S
410.394124	412.298803	D
412.298803	412.930990	S
412.930990	416.455317	D
416.455317	417.598693	S
417.598693	418.420495	D
418.420495	418.943460	S
418.943453	420.304467	D
420.304467	421.149007	S
421.149007	423.257107	D
423.257107	423.848284	S
423.848284	425.111845	D
425.111845	425.365207	S
425.365207	430.555875	D
430.555875	431.403663	S
431.403663	432.849124	D
432.849124	433.316869	S
433.316869	435.210586	D
435.210586	435.460699	S
435.460699	436.834700	D
436.834700	437.081565	S
437.081565	439.667155	D
439.667155	440.557169	S
440.557169	442.824432	D
442.824432	444.623951	S
444.623951	448.885626	D
448.885626	449.515782	S
449.515782	450.269371	D
450.269371	450.737116	S
450.737116	455.070252	D
455.070252	455.680919	S
455.680919	457.454451	D
457.454451	457.711061	S
457.711061	460.640963	D
460.640963	461.017758	S
461.017758	467.439504	D
467.439504	468.108639	S
468.108639	469.071739	D
469.071739	470.265463	S
470.265463	473.763804	D
473.763804	473.997677	S
473.997677	474.493032	D
474.493032	474.837344	S
474.837344	477.604834	D
477.604834	479.134749	S
479.134749	480.135204	D
480.135204	482.451190	S
482.451190	485.153716	D
485.153716	485.959277	S
485.959277	487.308915	D
487.308915	487.731185	S
487.731185	489.030476	D
489.030476	489.270845	S
489.270845	491.953881	D
491.953881	493.597485	S
493.597485	496.982138	D
496.982138	497.256614	S
497.256614	502.470020	D
502.470020	502.634055	S
502.634055	504.576496	D
504.576496	505.641914	M "rattling sound"
505.641914	506.910347	D
506.910347	507.360227	S
507.360227	508.961603	D
508.961603	509.419604	S
509.419604	513.853435	D
513.853435	514.428371	S
514.428371	515.812116	D
515.812116	517.179620	S
517.179620	519.966600	D
519.966600	520.866359	S
520.866359	523.565637	D
523.565637	524.212034	S
524.212034	524.567715	D
524.567715	525.084183	S
525.084183	526.495538	D
526.495538	528.152135	S
528.152135	528.597142	S - click sound
528.597142	529.227298	D
529.227298	529.618710	S
529.618710	530.485987	D
530.485987	530.942363	S
530.942363	532.340725	D
532.340725	533.540945	S
533.540945	534.888960	D
534.888960	535.712385	S
535.712385	537.394968	D - loud
537.394968	540.602593	D - soft
540.602593	542.255941	S
542.255941	544.541069	D
544.541069	545.945928	S
545.945928	548.023170	D
548.023170	548.330127	S
548.330127	548.984645	D
548.984645	553.374625	S
553.374625	555.049087	D
555.049087	555.716598	S
555.716598	559.258791	D
559.258791	562.541125	S
562.541125	563.676381	D
563.676381	564.352012	S
564.352012	566.416261	D
566.416261	568.946631	S
568.946631	569.799291	D
569.799291	570.812738	S
570.812738	576.891796	D
575.868605	575.992037	A
576.891796	577.606407	S
577.606407	577.807797	A
577.807797	580.091301	D
580.091301	582.342323	A
582.342323	584.723274	D
584.723274	585.324196	S
585.324196	586.562349	D
586.562349	586.893152	S
586.893152	588.418280	D
588.418280	589.288248	S
589.288248	594.037628	D
594.037628	594.280359	S
594.280359	594.615458	A
594.615458	597.182400	D
597.182400	597.483130	S
597.483130	599.878226	D
599.878226	600.503314	S
600.503314	601.306692	D
601.306692	601.981185	S
601.981185	603.027295	D
603.027295	603.229213	S
603.229213	604.079848	D
604.079848	605.458908	S
605.458908	606.152735	D
606.152735	606.621013	S
606.621013	608.852857	D
608.852857	609.946224	S
609.946224	611.290915	D
611.290915	611.793563	S
611.793563	613.752601	D
613.752601	614.820191	S
614.820191	615.479648	D
615.479648	616.985444	S
616.985444	623.784081	D
623.784081	624.774341	S
624.774341	627.611940	D
627.611940	628.421762	S
628.421762	635.304173	D
635.304173	636.281545	S
636.281545	636.835746	D
636.835746	637.207362	S
637.207362	637.409281	A
637.409281	638.227695	D
638.227695	638.859227	A
638.859227	640.897744	D
640.897744	641.529276	S
641.529276	642.805229	D
642.805229	643.559201	A
643.559201	646.248583	D
646.248583	646.446205	A
646.446205	647.039072	S
647.039072	650.662864	D
650.662864	651.272915	S
651.272915	655.639939	D
655.639939	655.985778	S
655.985778	656.215621	A
656.215621	656.434724	S
656.434724	656.976037	D
656.976037	657.435724	S
657.435724	660.187400	D
660.187400	661.961704	S
661.961704	663.214028	D
663.214028	664.500722	S
664.500722	665.806747	D
665.806747	666.524202	S
666.524202	667.250249	D
667.250249	668.350060	S
668.350060	669.922447	D
669.922447	671.847116	S
