26.348844	26.933279	D: Now
26.933279	28.256878	S
28.256878	29.309124	D: Here's my idea
29.309124	30.269784	S
30.269784	30.532999	A: Yeah
30.532999	31.038650	S
31.038650	31.225672	Click
31.225672	31.772883	S
31.772883	32.063805	Click
32.063805	32.804965	S
32.804965	36.780905	D: I was thinking about it while I was running yesterday so I didn't get a chance to fully
36.780905	37.923814	S
37.923814	38.777324	D
38.777324	39.497143	S
39.497143	39.961542	D
39.961542	41.112998	S
41.112998	42.204590	D: But here's the problem
42.161358	42.604479	S
42.604479	43.047601	D: Okay
43.047601	44.095960	D: Imagine like
44.095960	44.474235	S
44.474235	50.094308	D
50.094308	50.342888	S
50.342888	50.548237	A: mhm
50.548237	50.742778	S
50.742778	51.899216	D
51.899216	52.320722	S
52.320722	58.135336	D: *** Intentionally quiet
58.135336	58.383916	D: right?
58.383916	58.675728	S
58.675728	58.813528	A: yeah
58.813528	60.599522	S
60.599522	62.550336	D
62.550336	62.674626	S
62.674626	64.349840	D
64.349840	64.863212	S
64.863212	70.040165	D
70.040165	70.791309	S
70.791309	74.109314	D
74.109314	74.617282	S
74.617282	76.281688	D
76.281688	76.443806	S
76.443806	76.973390	D
76.973390	77.070660	S
77.070660	79.318690	D
79.415960	79.794234	A?? I think?
79.837466	80.485936	S
80.485936	82.593463	D
82.593463	83.090623	S
83.090623	88.289191	D
88.267576	88.916046	S
88.916046	91.823353	D
91.823353	92.893328	S
92.936560	94.114614	D
94.114614	96.351835	D: ** Quiet
96.351835	97.643371	D: Twenty... Twenty...
97.643371	101.188341	D
101.188341	101.847618	S
101.847618	103.566064	D
103.566064	105.884344	S
105.884344	106.246407	D: Forty ** QUIET
106.246407	106.478775	S
106.478775	106.743567	D: Forty
106.743567	108.391762	S
108.391762	110.661407	D
110.661407	111.001853	S
111.001853	113.665984	D: **Trails off at the end
113.665984	114.735960	S
114.735960	126.224687	D, but quiet sometimes
126.224687	126.797502	S
126.797502	127.202796	D
127.202796	127.402741	S
127.402741	128.175501	D
128.175501	128.948261	S
128.948261	130.288432	D
130.288432	131.212502	S
131.212502	132.039301	A
132.039301	132.552673	S
132.552673	135.822043	A
135.822043	136.021988	D
136.021988	136.443493	A
136.443493	136.713689	S
136.713689	139.766902	A
139.766902	140.853089	S
140.853089	142.976829	D
142.976829	143.555048	S
143.555048	144.900623	D: **laughter**
144.900623	146.051657	D
146.051657	146.294833	D: **laughter**
146.294833	147.035170	D&A small laugter?
147.035170	147.472887	D
147.472887	148.002471	S
148.002471	149.980305	D
149.980305	150.261308	S
150.261308	152.617416	D
152.617416	153.465831	S
153.465831	160.145072	D: **maybe short pauses in between??**
160.145072	160.296382	A: Cool??
160.296382	160.561174	S
160.561174	162.549815	D
162.549815	162.744356	S
162.744356	165.246369	D
165.246369	166.056957	S
166.056957	166.213670	Click?
166.213670	166.937795	S
166.937795	171.196082	D: Then.. Then, let's say ...blahblah
171.196082	171.752685	S
171.752685	173.276590	D
173.276590	173.811577	S
173.811577	174.632973	D
174.632973	174.816706	S
174.816706	175.621889	D
175.621889	176.373034	S
176.373034	176.778328	D
176.778328	177.016100	S
177.016100	177.832091	D
177.832091	178.269809	S
178.269809	179.393823	D
179.393823	179.945023	S
179.945023	181.382465	D
181.382465	181.663468	S
181.663468	181.987703	A: mhm
181.987703	182.371381	S
182.371381	184.997685	D
184.997685	185.813676	S
185.813676	187.310561	D
187.310561	187.476949	S
187.476949	187.606846	A: mhm? **maybe??**
187.606846	190.318940	S
190.318940	190.700759	D
190.700759	192.129627	S
192.129627	193.137313	D
193.137313	193.778926	S
193.778926	196.475275	D
196.475275	198.774060	S
198.774060	201.560944	D
201.560944	201.923081	S
201.923081	203.037047	D
203.037047	203.796749	S
203.796749	206.855235	D: **with occasional whiteboard marker hitting the board noise
206.855235	208.000691	S
208.000691	211.248119	D
211.248119	211.960585	S
211.960585	214.180644	D
214.180644	214.428630	S
214.428630	215.050561	D
215.050561	215.330037	S
215.330037	216.581773	D: **Super quiet**
216.581773	216.955719	S
216.955719	217.530415	D
217.530415	217.849253	S
217.849253	219.065563	D
219.065563	219.911862	S
219.911862	223.702496	D
223.702496	224.572413	S
224.572413	226.816090	D: **super quiet**
226.816090	227.241208	S
227.241208	227.611218	A: mhm
227.611218	228.095380	S
228.095380	228.733056	D
228.733056	228.882635	S
228.882635	229.902130	D
229.902130	230.043836	S?
230.043836	234.003730	D
234.003730	234.928755	S
234.928755	236.684334	D
236.684334	236.770932	S
236.770932	237.955751	D
237.955751	238.294270	S
238.294270	238.542256	A: **tiniest "yes"**
238.542256	238.605236	S
238.605236	241.970752	D
241.970752	245.725959	S **whiteboard maker hitting the board**
245.725959	246.139268	D
246.139268	247.028867	S
247.028867	249.063921	D
249.063921	249.469358	S
249.469358	250.681731	D
250.681731	252.771893	S
252.771893	254.905355	D
254.905355	256.822321	S
256.822321	258.243317	D
258.243317	259.373028	S
259.373028	261.132543	D
261.132543	261.738730	S
261.738730	262.384279	D
262.384279	262.474813	S
262.474813	264.250074	D
264.250074	264.557103	S
264.557103	264.942858	D
264.942858	265.856074	S
265.856074	267.092065	D
267.092065	267.422712	S
267.422712	270.036399	D
270.036399	270.323748	S
270.323748	270.642586	D
270.642586	271.284199	S
271.284199	272.551680	D: **QUIET**
272.551680	272.772111	S
272.772111	273.642028	D
273.642028	274.956744	S
274.956744	277.452343	D
277.452343	278.452157	S
278.452157	279.015045	D:Ummm
279.015045	279.341756	S
279.341756	280.420295	D
280.420295	280.908393	S
280.908393	284.356571	D
284.356571	284.864351	S
284.864351	288.284974	D
288.284974	289.249362	S
289.249362	291.041814	D
291.041814	291.482993	S
291.482993	294.106848	D
294.106848	294.458050	S
294.458050	294.727982	D
294.727982	295.868662	S
295.868662	296.591383	D
296.591383	296.890340	S
296.890340	297.433107	D: Umm
297.433107	298.338685	S
298.338685	299.046893	D
299.046893	299.311020	S
299.311020	299.633197	D
299.633197	299.781224	S
299.781224	302.602449	D
302.602449	305.283156	D
305.283156	306.606741	D
306.606741	307.054997	S
307.054997	310.524104	D
310.524104	310.982104	S
310.982104	316.614532	D
316.614532	317.423341	S
317.423341	320.411710	D
320.411710	321.332583	S
321.332583	321.863668	D
321.863668	322.253456	S
322.253456	325.764790	D
325.764790	326.713273	S
326.713273	327.138791	D
327.138791	327.561060	S
327.561060	329.738997	D
329.738997	330.424373	S
330.424373	331.070771	D
331.070771	331.369608	S
331.369608	332.033870	D
332.033870	332.448019	S
332.448019	333.201608	D
333.201608	333.528055	S
333.528055	333.925963	D
333.925963	334.457048	S
334.457048	336.578141	D
336.578141	337.341475	S
337.341475	340.245391	D
340.245391	341.011973	S
341.011973	342.701051	A
342.701051	343.766470	S
343.766470	346.040230	D
346.040230	346.363428	S
346.363428	347.011450	D
347.011450	348.188932	S
348.188932	353.751523	D
353.751523	354.196530	S
354.196530	355.804403	D
355.804403	357.149170	S
357.149170	362.053994	D
362.053994	363.626136	S
363.626136	366.000591	D
366.000591	366.211726	S
366.211726	368.644649	D
368.644649	368.936989	S
368.936989	373.026508	D
373.026508	373.487757	S
373.487757	375.144353	A
375.144353	375.519523	D
375.519523	375.897942	A
375.897942	376.177289	S
376.177289	376.555708	D
376.555708	377.029949	S
377.029949	378.941531	D
378.941531	379.474241	S
379.474241	382.438249	D
382.438249	383.271419	S
383.271419	388.137265	D
388.137265	389.153960	S
389.153960	389.862074	D
389.862074	390.424018	S
390.424018	391.414727	D
391.414727	391.723309	S
391.723309	392.041635	A
392.041635	394.036047	D
394.036047	394.662955	S
394.662955	395.473388	D
395.473388	396.634630	S
396.634630	397.834850	D
397.834850	398.744354	S
398.744354	399.538545	D
399.538545	399.882858	S
399.882858	402.114390	D
402.114390	402.299539	S
402.299539	404.131540	D
404.131540	404.430377	S
404.430377	408.098438	D
408.098438	408.351800	S
408.351800	410.004336	D
410.004336	410.394124	S
410.394124	412.298803	D
412.298803	412.930990	S
412.930990	416.455317	D
416.455317	417.598693	S
417.598693	418.420495	D
418.420495	418.943460	S
418.943453	420.304467	D
420.304467	421.149007	S
421.149007	423.257107	D
423.257107	423.848284	S
423.848284	425.111845	D
425.111845	425.365207	S
425.365207	430.555875	D
430.555875	431.403663	S
431.403663	432.849124	D
432.849124	433.316869	S
433.316869	435.210586	D
435.210586	435.460699	S
435.460699	436.834700	D
436.834700	437.081565	S
437.081565	439.667155	D
439.667155	440.557169	S
440.557169	442.824432	D
442.824432	444.623951	S
444.623951	448.885626	D
448.885626	449.515782	S
449.515782	450.269371	D
450.269371	450.737116	S
450.737116	455.070252	D
455.070252	455.680919	S
455.680919	457.454451	D
457.454451	457.711061	S
457.711061	460.640963	D
460.640963	461.017758	S
461.017758	467.439504	D
467.439504	468.108639	S
468.108639	469.071739	D
469.071739	470.265463	S
470.265463	473.763804	D
473.763804	473.997677	S
473.997677	474.493032	D
474.493032	474.837344	S
474.837344	477.604834	D
477.604834	479.134749	S
479.134749	480.135204	D
480.135204	482.451190	S
482.451190	485.153716	D
485.153716	485.959277	S
485.959277	487.308915	D
487.308915	487.731185	S
487.731185	489.030476	D
489.030476	489.270845	S
489.270845	491.953881	D
491.953881	493.597485	S
493.597485	496.982138	D
496.982138	497.256614	S
497.256614	502.470020	D
502.470020	502.634055	S
502.634055	504.576496	D
504.576496	505.641914	M "rattling sound"
505.641914	506.910347	D
506.910347	507.360227	S
507.360227	508.961603	D
508.961603	509.419604	S
509.419604	513.853435	D
513.853435	514.428371	S
514.428371	515.812116	D
515.812116	517.179620	S
517.179620	519.966600	D
519.966600	520.866359	S
520.866359	523.565637	D
523.565637	524.212034	S
524.212034	524.567715	D
524.567715	525.084183	S
525.084183	526.495538	D
526.495538	528.152135	S
